"","Rep","Treat","Clone","E.Clone","Row","Col","ID","sap_init_height","sap_init_diam","sap_final_height","sap_final_diam","tree_final_height","tree_final_DBH","height_growth","diam_growth"
"2","1","1","216","","17","B","44",45,0.54,81,0.9,1225,9.55,1224.1,8.65
"3","1","1","8L","","16","B","43",17,0.21,14,0.25,334,2,333.75,1.75
"4","1","1","216","E216","15","B","42",30,0.49,45,0.78,1079,9,1078.22,8.22
"5","1","1","216","","15","C","54",28,0.29,52,0.75,370,3.11,369.25,2.36
"6","1","1","271","","16","C","55",46,0.41,68,0.67,859,6.35,858.33,5.68
"7","1","1","271","","17","C","56",43,0.44,54,0.74,818,4.6,817.26,3.86
"10","1","1","271","E271","20","C","59",19,0.22,20,0.37,268,1.42,267.63,1.05
"12","1","1","271","E271","22","D","73",24,0.4,74,0.85,1104,9.4,1103.15,8.55
"13","1","1","271","","21","D","72",31,0.3,76,0.65,1106,7.9,1105.35,7.25
"16","1","1","216","","18","D","69",45,0.45,69,0.75,1099,6.81,1098.25,6.06
"17","1","1","271","","17","D","68",45,0.45,74,0.77,1057,6.89,1056.23,6.12
"18","1","1","271","","16","D","67",33,0.38,56,0.62,1094,7.52,1093.38,6.9
"19","1","1","216","","15","D","66",30,0.32,31,0.66,1100,7.73,1099.34,7.07
"20","1","1","8L","","15","E","79",23,0.22,32,0.44,1032,8.68,1031.56,8.24
"21","1","1","271","","16","E","80",33,0.31,60,0.6,1029,7.28,1028.4,6.68
"22","1","1","216","","17","E","81",30,0.44,40,0.62,782,4.63,781.38,4.01
"23","1","1","216","","18","E","82",48,0.5,82,0.87,519,4.48,518.13,3.61
"26","1","1","42E","","21","E","85",18,0.18,17,0.27,1065,7.69,1064.73,7.42
"27","1","1","216","E216","22","E","86",19,0.2,53,0.61,949,6.67,948.39,6.06
"30","1","1","216","E216","22","F","100",20,0.28,56,0.72,796,5.74,795.28,5.02
"34","1","1","271","E271","18","F","96",26,0.43,40,0.89,1056,7.73,1055.11,6.84
"35","1","1","216","","17","F","95",27,0.33,50,0.58,422,2.99,421.42,2.41
"36","1","1","271","","16","F","94",24,0.25,52,0.52,831,5.5,830.48,4.98
"37","1","1","8L","","15","F","93",36,0.44,41,0.59,1190,9.45,1189.41,8.86
"38","1","1","259","","15","G","107",19,0.3,31,0.61,378,2.7,377.39,2.09
"39","1","1","42E","","16","G","108",26,0.23,33,0.4,1265,11.59,1264.6,11.19
"40","1","1","216","","17","G","109",31,0.34,73,0.8,1075,8.23,1074.2,7.43
"41","1","1","271","E271","18","G","110",25,0.28,34,0.53,794,3.76,793.47,3.23
"42","1","1","216","","19","G","111",47,0.47,88,0.8,1009,6.41,1008.2,5.61
"43","1","1","216","E216","20","G","112",28,0.38,53,0.8,1040,5.86,1039.2,5.06
"46","1","1","271","E271","23","G","115",35,0.49,99,0.95,1066,8.3,1065.05,7.35
"48","1","1","271","E271","23","H","129",34,0.36,77,0.88,1102,8.25,1101.12,7.37
"50","1","1","8L","","21","H","127",24,0.25,26,0.32,733,4.5,732.68,4.18
"52","1","1","216","","19","H","125",35,0.42,38,0.64,701,3.5,700.36,2.86
"53","1","1","271","","18","H","124",27,0.25,48,0.47,1058,6.15,1057.53,5.68
"54","1","1","216","","17","H","123",22,0.35,20,0.55,501,3.25,500.45,2.7
"55","1","1","42E","","16","H","122",26,0.27,25,0.31,725,4.36,724.69,4.05
"56","1","1","259","","15","H","121",25,0.39,38,0.75,472,3.72,471.25,2.97
"57","1","1","271","E271","15","I","136",28,0.36,51,0.71,1059,8.48,1058.29,7.77
"58","1","1","42E","","16","I","137",20,0.22,21,0.29,999,5.52,998.71,5.23
"59","1","1","216","E216","17","I","138",37,0.35,61,0.75,1070,6.55,1069.25,5.8
"60","1","1","271","","18","I","139",36,0.35,57,0.65,929,6.09,928.35,5.44
"61","1","1","271","","19","I","140",22,0.27,42,0.5,916,5.44,915.5,4.94
"62","1","1","8L","","20","I","141",27,0.35,33,0.43,532,2.92,531.57,2.49
"64","1","1","216","E216","22","I","143",28,0.37,45,0.62,996,6.52,995.38,5.9
"65","1","1","216","E216","23","I","144",27,0.35,46,0.73,1000,7.1,999.27,6.37
"66","1","1","216","","24","I","145",32,0.36,33,0.55,934,5.81,933.45,5.26
"69","1","1","216","E216","22","J","158",31,0.34,31,0.5,766,4.2,765.5,3.7
"71","1","1","8L","","20","J","156",22,0.27,22,0.27,492,2.65,491.73,2.38
"72","1","1","271","","19","J","155",27,0.28,64,0.65,1054,7.1,1053.35,6.45
"73","1","1","8L","","18","J","154",31,0.33,38,0.58,1050,7.8,1049.42,7.22
"74","1","1","216","E216","17","J","153",30,0.52,46,0.89,885,5.25,884.11,4.36
"75","1","1","42E","","16","J","152",31,0.34,30,0.38,829,4.1,828.62,3.72
"76","1","1","271","E271","15","J","151",25,0.42,52,0.73,1054,8.88,1053.27,8.15
"77","1","1","271","E271","15","K","166",30,0.37,31,0.53,788,4.3,787.47,3.77
"78","1","1","259","","16","K","167",23,0.34,34,0.67,507,3.12,506.33,2.45
"79","1","1","271","E271","17","K","168",26,0.29,41,0.65,500,5.6,499.35,4.95
"80","1","1","8L","","18","K","169",28,0.3,38,0.67,1064,9.05,1063.33,8.38
"83","1","1","271","","21","K","172",23,0.24,26,0.38,356,1.8,355.62,1.42
"84","1","1","271","","22","K","173",48,0.4,85,0.96,786,6.7,785.04,5.74
"85","1","1","259","","23","K","174",26,0.3,47,0.66,397,2.32,396.34,1.66
"89","1","1","271","","22","L","188",57,0.44,70,0.84,1126,8.8,1125.16,7.96
"90","1","1","271","","21","L","187",34,0.35,59,0.55,1101,7.5,1100.45,6.95
"91","1","1","259","","20","L","186",23,0.26,42,0.69,424,3,423.31,2.31
"93","1","1","42E","","18","L","184",34,0.38,47,0.62,1202,9.95,1201.38,9.33
"94","1","1","271","E271","17","L","183",27,0.34,56,0.73,1122,7.55,1121.27,6.82
"96","1","1","271","E271","15","L","181",25,0.39,46,0.7,1006,6.75,1005.3,6.05
"97","1","1","8L","","15","M","196",42,0.45,46,0.63,1204,11.65,1203.37,11.02
"98","1","1","42E","","16","M","197",49,0.49,51,0.65,1104,10.2,1103.35,9.55
"99","1","1","216","","17","M","198",43,0.47,74,0.93,531,3.82,530.07,2.89
"100","1","1","42E","","18","M","199",56,0.54,58,0.66,1305,11.8,1304.34,11.14
"101","1","1","216","","19","M","200",40,0.44,78,0.77,706,4.75,705.23,3.98
"104","1","1","271","","22","M","203",17,0.21,30,0.42,653,3.54,652.58,3.12
"105","1","1","216","E216","23","M","204",26,0.33,65,0.81,924,7.2,923.19,6.39
"106","1","1","216","E216","23","N","218",25,0.37,59,0.73,1108,7.25,1107.27,6.52
"107","1","1","271","","22","N","217",39,0.35,63,0.7,1018,6.6,1017.3,5.9
"108","1","1","271","E271","21","N","216",29,0.45,45,0.94,1034,7.35,1033.06,6.41
"109","1","1","216","E216","20","N","215",25,0.34,40,0.73,644,4.4,643.27,3.67
"110","1","1","216","","19","N","214",42,0.42,41,0.65,526,2.8,525.35,2.15
"112","1","1","216","","17","N","212",40,0.37,43,0.59,810,4.6,809.41,4.01
"113","1","1","42E","","16","N","211",60,0.54,64,0.74,1214,10.2,1213.26,9.46
"114","1","1","8L","","15","N","210",52,0.53,70,0.82,1171,10.4,1170.18,9.58
"118","1","1","216","E216","18","O","227",25,0.42,57,0.82,960,6.49,959.18,5.67
"121","1","1","271","","21","O","230",38,0.34,61,0.71,1059,7.5,1058.29,6.79
"122","1","1","216","E216","22","O","231",22,0.29,47,0.61,556,3.55,555.39,2.94
"123","1","1","216","E216","23","O","232",24,0.31,60,0.9,851,5.01,850.1,4.11
"126","1","1","271","","21","P","244",26,0.28,48,0.56,978,5.4,977.44,4.84
"130","1","1","216","","17","P","240",32,0.31,55,0.75,1192,7.8,1191.25,7.05
"133","1","1","8L","","15","Q","252",43,0.42,53,0.6,1131,7.9,1130.4,7.3
"134","1","1","271","","16","Q","253",34,0.33,59,0.55,1018,7.3,1017.45,6.75
"135","1","1","271","","17","Q","254",32,0.61,59,1.08,1170,9.4,1168.92,8.32
"136","1","1","42E","","18","Q","255",24,0.29,25,0.29,1058,6.11,1057.71,5.82
"139","1","1","271","E271","21","Q","258",27,0.45,46,0.75,1109,6.85,1108.25,6.1
"140","1","1","271","E271","22","Q","259",17,0.27,23,0.43,702,4.6,701.57,4.17
"142","1","1","271","E271","22","R","273",21,0.35,33,0.62,670,3.21,669.38,2.59
"143","1","1","271","E271","21","R","272",30,0.4,67,0.87,1114,7.61,1113.13,6.74
"144","1","1","8L","","20","R","271",25,0.27,23,0.29,1044,6.94,1043.71,6.65
"145","1","1","271","E271","19","R","270",26,0.42,51,0.81,1176,7.5,1175.19,6.69
"147","1","1","216","E216","17","R","268",26,0.3,45,0.61,726,3.52,725.39,2.91
"148","1","1","271","","16","R","267",32,0.28,34,0.51,503,2.95,502.49,2.44
"149","1","1","8L","","15","R","266",34,0.37,37,0.41,563,4.12,562.59,3.71
"150","1","1","271","","15","S","279",47,0.47,67,0.79,1024,8.4,1023.21,7.61
"153","1","1","216","","18","S","282",21,0.33,36,0.49,421,2.8,420.51,2.31
"154","1","1","8L","","19","S","283",19,0.27,19,0.3,376,2.9,375.7,2.6
"155","1","1","216","","20","S","284",38,0.41,58,0.71,1116,8.6,1115.29,7.89
"159","1","1","8L","","19","T","296",41,0.38,41,0.38,1206,9.9,1205.62,9.52
"161","1","1","216","","17","T","294",23,0.26,46,0.59,1070,7.45,1069.41,6.86
"163","1","1","271","","15","T","292",39,0.38,59,0.71,1023,8.05,1022.29,7.34
"164","1","1","216","E216","15","U","304",38,0.43,46,0.65,1036,8.35,1035.35,7.7
"167","1","2","8L","","18","B","395",28,0.68,24,0.51,1091,7.97,1090.49,7.46
"169","1","2","42E","","16","B","393",23,0.32,23,0.43,1271,8.96,1270.57,8.53
"172","1","2","271","","16","C","405",45,0.48,64,0.73,674,4.4,673.27,3.67
"173","1","2","216","E216","17","C","406",32,0.36,41,0.59,924,5.13,923.41,4.54
"175","1","2","8L","","19","C","408",31,0.28,30,0.33,484,2.7,483.67,2.37
"176","1","2","271","E271","20","C","409",25,0.46,58,0.67,1126,8.12,1125.33,7.45
"177","1","2","271","","21","C","410",39,0.59,78,0.68,1214,7.99,1213.32,7.31
"178","1","2","271","E271","22","D","423",23,0.34,76,0.66,1199,7.9,1198.34,7.24
"179","1","2","271","","21","D","422",50,0.51,90,0.75,1129,6.23,1128.25,5.48
"180","1","2","271","E271","20","D","421",23,0.45,79,0.91,1162,8.18,1161.09,7.27
"183","1","2","216","E216","17","D","418",33,0.47,76,0.86,1205,9.44,1204.14,8.58
"184","1","2","271","","16","D","417",31,0.26,84,0.72,1123,8.68,1122.28,7.96
"185","1","2","259","","15","D","416",27,0.4,48,0.6,469,3.41,468.4,2.81
"187","1","2","271","","16","E","430",47,0.48,95,0.8,1221,9.03,1220.2,8.23
"189","1","2","216","","18","E","432",36,0.56,71,0.76,794,4.98,793.24,4.22
"190","1","2","8L","","19","E","433",30,0.28,30,0.28,1214,8.14,1213.72,7.86
"191","1","2","216","","20","E","434",16,0.2,28,0.52,591,3.41,590.48,2.89
"192","1","2","271","","21","E","435",23,0.28,64,0.69,1167,7.52,1166.31,6.83
"193","1","2","216","E216","22","E","436",31,0.55,86,0.89,1184,7.92,1183.11,7.03
"194","1","2","216","E216","23","E","437",27,0.38,66,0.73,948,4.43,947.27,3.7
"196","1","2","216","E216","22","F","450",32,0.46,32,0.58,1073,6.03,1072.42,5.45
"200","1","2","259","","18","F","446",24,0.41,49,0.66,529,4.21,528.34,3.55
"202","1","2","271","","16","F","444",42,0.49,63,0.82,1178,9.04,1177.18,8.22
"204","1","2","216","","15","G","457",31,0.38,37,0.72,791,4.43,790.28,3.71
"205","1","2","42E","","16","G","458",54,0.52,58,0.7,789,3.99,788.3,3.29
"206","1","2","42E","","17","G","459",46,0.44,60,0.56,1325,11.58,1324.44,11.02
"208","1","2","271","E271","19","G","461",37,0.39,93,0.82,1219,9.29,1218.18,8.47
"209","1","2","8L","","20","G","462",22,0.29,21,0.3,1007,5.53,1006.7,5.23
"210","1","2","271","","21","G","463",44,0.33,75,0.74,1134,6.53,1133.26,5.79
"211","1","2","271","E271","22","G","464",36,0.52,99,0.85,1224,9.2,1223.15,8.35
"212","1","2","8L","","23","G","465",25,0.37,24,0.42,706,3.56,705.58,3.14
"214","1","2","271","E271","22","H","478",21,0.41,72,0.8,1004,5.39,1003.2,4.59
"215","1","2","271","","21","H","477",34,0.47,76,0.72,1163,7.2,1162.28,6.48
"216","1","2","8L","","20","H","476",45,0.42,23,0.29,375,2.82,374.71,2.53
"217","1","2","271","E271","19","H","475",24,0.48,72,1,1214,9.1,1213,8.1
"219","1","2","42E","","17","H","473",41,0.63,76,0.69,1276,10.52,1275.31,9.83
"220","1","2","42E","","16","H","472",44,0.51,61,0.67,712,5.32,711.33,4.65
"221","1","2","216","","15","H","471",20,0.32,90,0.92,1075,9.01,1074.08,8.09
"223","1","2","271","E271","16","I","486",23,0.27,80,0.77,1104,8.2,1103.23,7.43
"226","1","2","271","","19","I","489",55,0.55,103,0.97,1214,8.28,1213.03,7.31
"227","1","2","271","E271","20","I","490",23,0.24,90,0.8,1252,8.38,1251.2,7.58
"228","1","2","271","E271","21","I","491",36,0.47,78,0.84,1194,7.9,1193.16,7.06
"229","1","2","42E","","22","I","492",25,0.4,39,0.5,1153,6.64,1152.5,6.14
"230","1","2","216","","23","I","493",37,0.44,37,0.63,460,2.96,459.37,2.33
"231","1","2","216","","24","I","494",49,0.61,48,0.74,593,3.2,592.26,2.46
"232","1","2","8L","","24","J","509",27,0.27,27,0.46,495,2.99,494.54,2.53
"233","1","2","216","","23","J","508",48,0.65,48,0.83,711,4.96,710.17,4.13
"234","1","2","42E","","22","J","507",32,0.31,52,0.47,1261,10.72,1260.53,10.25
"235","1","2","271","E271","21","J","506",31,0.31,62,0.67,1218,8.15,1217.33,7.48
"236","1","2","271","E271","20","J","505",31,0.51,43,0.64,1100,6,1099.36,5.36
"237","1","2","271","","19","J","504",32,0.2,77,0.66,1105,6.73,1104.34,6.07
"238","1","2","271","","18","J","503",55,0.63,103,0.89,1182,7.5,1181.11,6.61
"239","1","2","216","E216","17","J","502",30,0.42,72,0.67,827,5.02,826.33,4.35
"240","1","2","271","E271","16","J","501",31,0.42,65,0.84,1084,8.2,1083.16,7.36
"243","1","2","216","","16","K","516",40,0.42,74,0.66,1113,9.4,1112.34,8.74
"245","1","2","271","","18","K","518",56,0.51,100,0.88,1214,9.14,1213.12,8.26
"247","1","2","216","","20","K","520",30,0.43,30,0.73,983,5.88,982.27,5.15
"250","1","2","216","","23","K","523",37,0.42,37,0.58,785,4,784.42,3.42
"251","1","2","8L","","24","K","524",28,0.22,26,0.31,676,3.65,675.69,3.34
"252","1","2","216","E216","24","L","539",21,0.25,31,0.68,643,3.45,642.32,2.77
"253","1","2","216","","23","L","538",27,0.47,51,0.63,989,7,988.37,6.37
"256","1","2","216","","20","L","535",35,0.39,30,0.66,841,4.4,840.34,3.74
"257","1","2","216","","19","L","534",33,0.49,71,0.73,1125,7.25,1124.27,6.52
"263","1","2","42E","","16","M","546",43,0.46,69,0.77,1487,12.05,1486.23,11.28
"266","1","2","271","","19","M","549",43,0.45,61,0.7,1063,6.31,1062.3,5.61
"267","1","2","216","E216","20","M","550",35,0.49,46,0.46,759,4.8,758.54,4.34
"268","1","2","216","E216","21","M","551",34,0.57,40,0.58,700,4.25,699.42,3.67
"270","1","2","42E","","23","M","553",17,0.32,52,0.66,1371,12.71,1370.34,12.05
"271","1","2","216","E216","24","M","554",21,0.27,36,0.63,637,3.42,636.37,2.79
"272","1","2","42E","","23","N","568",21,0.24,28,0.26,981,6,980.74,5.74
"275","1","2","216","E216","20","N","565",30,0.43,71,0.69,635,5.2,634.31,4.51
"276","1","2","271","","19","N","564",46,0.47,100,0.93,1133,8.7,1132.07,7.77
"277","1","2","271","","18","N","563",57,0.58,109,0.94,1180,7.95,1179.06,7.01
"279","1","2","42E","","16","N","561",58,0.48,60,0.64,1076,6.81,1075.36,6.17
"281","1","2","8L","","15","O","574",38,0.53,89,0.89,1066,9.42,1065.11,8.53
"282","1","2","42E","","16","O","575",58,0.59,73,0.73,1284,8.72,1283.27,7.99
"283","1","2","42E","","17","O","576",55,0.53,71,0.69,854,8.9,853.31,8.21
"284","1","2","271","","18","O","577",63,0.53,107,0.87,1177,6.93,1176.13,6.06
"288","1","2","271","","22","O","581",38,0.41,86,0.76,1132,7.3,1131.24,6.54
"289","1","2","271","","23","O","582",41,0.36,80,0.71,1110,6.95,1109.29,6.24
"290","1","2","271","","23","P","596",36,0.33,70,0.71,1230,7.62,1229.29,6.91
"296","1","2","42E","","17","P","590",24,0.34,35,0.37,817,4.35,816.63,3.98
"297","1","2","42E","","16","P","589",42,0.54,92,0.99,1425,12.02,1424.01,11.03
"298","1","2","8L","","15","P","588",28,0.52,32,0.5,580,3.45,579.5,2.95
"299","1","2","216","E216","15","Q","602",26,0.43,63,0.87,1076,6.49,1075.13,5.62
"301","1","2","271","E271","17","Q","604",24,0.45,76,0.93,1188,7.76,1187.07,6.83
"303","1","2","271","E271","19","Q","606",29,0.3,49,0.71,918,5.75,917.29,5.04
"304","1","2","271","","20","Q","607",42,0.45,106,0.92,1210,9.5,1209.08,8.58
"305","1","2","216","E216","21","Q","608",40,0.41,73,0.77,1107,7.01,1106.23,6.24
"306","1","2","271","E271","22","Q","609",31,0.48,77,0.81,1176,6.85,1175.19,6.04
"307","1","2","271","","23","Q","610",48,0.5,92,0.81,1160,7.85,1159.19,7.04
"308","1","2","271","E271","22","R","623",25,0.41,73,0.84,1061,6.65,1060.16,5.81
"309","1","2","216","E216","21","R","622",36,0.52,65,0.89,805,4.9,804.11,4.01
"310","1","2","271","","20","R","621",19,0.31,90,0.8,1106,7.68,1105.2,6.88
"313","1","2","271","E271","17","R","618",25,0.49,61,0.81,1170,8.54,1169.19,7.73
"314","1","2","271","","16","R","617",47,0.48,89,0.94,1159,9.79,1158.06,8.85
"318","1","2","271","E271","17","S","631",21,0.29,61,0.64,1224,8.8,1223.36,8.16
"319","1","2","8L","","18","S","632",39,0.46,44,0.52,617,4.4,616.48,3.88
"320","1","2","271","","19","S","633",43,0.35,64,0.6,1113,7.71,1112.4,7.11
"321","1","2","42E","","20","S","634",21,0.42,38,0.47,1066,6.25,1065.53,5.78
"322","1","2","216","E216","21","S","635",35,0.39,66,0.62,1162,7,1161.38,6.38
"323","1","2","8L","","22","S","636",32,0.34,32,0.31,387,2.4,386.69,2.09
"324","1","2","42E","","20","T","647",17,0.24,59,0.66,918,7.21,917.34,6.55
"325","1","2","271","","19","T","646",41,0.45,84,0.7,1150,8.22,1149.3,7.52
"326","1","2","271","E271","18","T","645",18,0.24,61,0.6,1171,7.87,1170.4,7.27
"327","1","2","271","E271","17","T","644",27,0.39,39,0.65,1033,7.11,1032.35,6.46
"330","1","2","259","","15","U","654",31,0.39,30,0.63,588,4.35,587.37,3.72
"333","1","3","271","","18","B","745",33,0.36,57,0.67,896,6.22,895.33,5.55
"334","1","3","42E","","17","B","744",30,0.29,57,0.49,888,6.58,887.51,6.09
"338","1","3","42E","","16","C","755",26,0.28,67,0.74,1037,8.12,1036.26,7.38
"342","1","3","8L","","20","C","759",22,0.24,31,0.56,614,3.6,613.44,3.04
"344","1","3","271","","22","D","773",38,0.34,55,0.66,866,5.86,865.34,5.2
"345","1","3","216","","21","D","772",40,0.38,59,0.72,878,6.41,877.28,5.69
"346","1","3","8L","","20","D","771",36,0.4,33,0.61,963,6.93,962.39,6.32
"347","1","3","42E","","19","D","770",21,0.32,40,0.56,678,3.68,677.44,3.12
"348","1","3","216","","18","D","769",27,0.31,78,0.77,934,6.54,933.23,5.77
"350","1","3","42E","","16","D","767",23,0.27,27,0.42,907,6.61,906.58,6.19
"352","1","3","42E","","15","E","779",16,0.2,31,0.42,996,7.86,995.58,7.44
"354","1","3","8L","","17","E","781",35,0.34,64,0.74,1131,9.58,1130.26,8.84
"355","1","3","216","","18","E","782",22,0.3,67,0.76,1060,7.08,1059.24,6.32
"358","1","3","271","","21","E","785",38,0.32,54,0.67,879,4.91,878.33,4.24
"359","1","3","271","","22","E","786",46,0.4,62,0.75,933,6.82,932.25,6.07
"360","1","3","271","","23","E","787",40,0.39,61,0.8,794,5.34,793.2,4.54
"362","1","3","271","","22","F","800",49,0.45,66,0.87,1005,7.81,1004.13,6.94
"364","1","3","216","","20","F","798",17,0.25,36,0.54,704,5.11,703.46,4.57
"367","1","3","8L","","17","F","795",24,0.3,10,0.32,214,1.1,213.68,0.78
"371","1","3","8L","","16","G","808",42,0.4,50,0.55,1011,9.9,1010.45,9.35
"374","1","3","42E","","19","G","811",18,0.25,41,0.62,1166,8.85,1165.38,8.23
"380","1","3","271","","24","H","831",33,0.35,59,0.62,770,5.12,769.38,4.5
"386","1","3","8L","","18","H","825",56,0.64,63,0.86,1038,8.95,1037.14,8.09
"388","1","3","8L","","16","H","823",19,0.26,29,0.47,855,6.21,854.53,5.74
"389","1","3","8L","","15","H","822",27,0.35,32,0.45,749,5.25,748.55,4.8
"390","1","3","271","","15","I","837",26,0.3,31,0.51,444,3.2,443.49,2.69
"391","1","3","216","","16","I","838",19,0.27,39,0.64,544,4.9,543.36,4.26
"393","1","3","8L","","18","I","840",42,0.4,42,0.43,975,7,974.57,6.57
"394","1","3","271","","19","I","841",28,0.3,47,0.58,883,5.84,882.42,5.26
"396","1","3","216","","21","I","843",34,0.35,50,0.76,873,6.39,872.24,5.63
"397","1","3","42E","","22","I","844",46,0.42,65,0.76,1161,10.82,1160.24,10.06
"398","1","3","42E","","23","I","845",21,0.22,21,0.25,282,1.6,281.75,1.35
"399","1","3","271","","24","I","846",40,0.36,79,0.67,745,5.1,744.33,4.43
"400","1","3","8L","","24","J","861",30,0.22,29,0.27,318,2.1,317.73,1.83
"401","1","3","42E","","23","J","860",24,0.23,24,0.28,419,2.04,418.72,1.76
"404","1","3","8L","","20","J","857",47,0.6,59,0.76,1134,9.08,1133.24,8.32
"405","1","3","271","","19","J","856",29,0.29,49,0.64,829,6.02,828.36,5.38
"408","1","3","216","","16","J","853",32,0.33,55,0.72,928,7.42,927.28,6.7
"409","1","3","271","","15","J","852",31,0.31,46,0.69,806,6.15,805.31,5.46
"412","1","3","8L","","17","K","869",28,0.36,21,0.38,614,3.8,613.62,3.42
"415","1","3","216","","20","K","872",24,0.29,25,0.43,835,5.02,834.57,4.59
"417","1","3","216","","22","K","874",27,0.28,41,0.66,638,4,637.34,3.34
"418","1","3","8L","","23","K","875",22,0.19,22,0.27,285,2,284.73,1.73
"419","1","3","8L","","24","K","876",27,0.23,27,0.27,195,0.62,194.73,0.35
"421","1","3","216","","22","L","889",37,0.36,60,0.78,1113,8.98,1112.22,8.2
"422","1","3","259","","21","L","888",39,0.43,62,0.87,403,3.05,402.13,2.18
"423","1","3","216","","20","L","887",28,0.31,18,0.5,769,4.6,768.5,4.1
"425","1","3","216","","18","L","885",31,0.37,30,0.57,712,4.74,711.43,4.17
"426","1","3","8L","","17","L","884",25,0.31,32,0.38,916,8.2,915.62,7.82
"427","1","3","8L","","16","L","883",40,0.45,39,0.49,351,2.32,350.51,1.83
"428","1","3","271","","15","L","882",30,0.32,63,0.59,717,6.18,716.41,5.59
"430","1","3","216","","16","M","897",29,0.29,50,0.68,290,1.85,289.32,1.17
"431","1","3","8L","","17","M","898",36,0.32,39,0.44,820,5.12,819.56,4.68
"432","1","3","216","","18","M","899",18,0.24,45,0.56,726,4.7,725.44,4.14
"433","1","3","42E","","19","M","900",38,0.38,69,0.78,1092,8.75,1091.22,7.97
"436","1","3","271","","22","M","903",32,0.31,45,0.55,815,6,814.45,5.45
"437","1","3","271","","23","M","904",25,0.31,41,0.53,640,3.4,639.47,2.87
"438","1","3","271","","23","N","918",33,0.34,44,0.68,729,4.9,728.32,4.22
"439","1","3","271","","22","N","917",31,0.32,44,0.62,820,5.41,819.38,4.79
"442","1","3","42E","","19","N","914",33,0.38,68,0.67,1026,7.7,1025.33,7.03
"443","1","3","271","","18","N","913",33,0.27,68,0.63,964,6.7,963.37,6.07
"444","1","3","8L","","17","N","912",33,0.46,37,0.48,1003,7.99,1002.52,7.51
"445","1","3","216","","16","N","911",33,0.32,38,0.6,567,4.12,566.4,3.52
"448","1","3","42E","","16","O","925",27,0.31,51,0.56,949,6.5,948.44,5.94
"449","1","3","271","","17","O","926",39,0.4,69,0.73,727,6.1,726.27,5.37
"450","1","3","271","","18","O","927",35,0.35,87,0.78,1012,7.48,1011.22,6.7
"451","1","3","216","","19","O","928",45,0.45,44,0.9,883,5.5,882.1,4.6
"453","1","3","8L","","21","O","930",51,0.51,52,0.73,1102,9.8,1101.27,9.07
"454","1","3","216","","22","O","931",28,0.27,44,0.66,419,3.3,418.34,2.64
"455","1","3","8L","","23","O","932",27,0.22,37,0.27,570,3.62,569.73,3.35
"457","1","3","216","","22","P","945",19,0.31,26,0.49,365,2.1,364.51,1.61
"458","1","3","8L","","21","P","944",23,0.23,22,0.32,597,4.7,596.68,4.38
"459","1","3","42E","","20","P","943",20,0.23,56,0.56,926,6.5,925.44,5.94
"460","1","3","216","","19","P","942",40,0.41,50,0.7,922,6.1,921.3,5.4
"461","1","3","271","","18","P","941",27,0.27,48,0.61,914,5.25,913.39,4.64
"462","1","3","271","","17","P","940",33,0.36,41,0.58,420,3.5,419.42,2.92
"463","1","3","42E","","16","P","939",39,0.34,59,0.66,820,6.28,819.34,5.62
"464","1","3","271","","15","P","938",28,0.28,47,0.58,437,3.65,436.42,3.07
"466","1","3","271","","16","Q","953",32,0.34,69,0.6,735,5.28,734.4,4.68
"467","1","3","271","","17","Q","954",30,0.32,51,0.64,780,5.15,779.36,4.51
"468","1","3","271","","18","Q","955",26,0.25,51,0.57,700,6.05,699.43,5.48
"469","1","3","259","","19","Q","956",35,0.43,39,0.66,353,2.78,352.34,2.12
"473","1","3","216","","23","Q","960",20,0.3,40,0.69,869,5.8,868.31,5.11
"474","1","3","8L","","22","R","973",20,0.22,19,0.24,322,2.33,321.76,2.09
"475","1","3","42E","","21","R","972",24,0.23,41,0.5,662,4.2,661.5,3.7
"477","1","3","259","","19","R","970",47,0.5,45,0.73,347,2.6,346.27,1.87
"479","1","3","271","","17","R","968",20,0.23,62,0.62,860,5.9,859.38,5.28
"480","1","3","271","","16","R","967",27,0.29,62,0.58,834,5.95,833.42,5.37
"484","1","3","8L","","17","S","981",32,0.37,35,0.43,846,6.92,845.57,6.49
"485","1","3","271","","18","S","982",20,0.23,46,0.44,300,4.22,299.56,3.78
"486","1","3","216","","19","S","983",28,0.32,36,0.68,183,0.8,182.32,0.12
"487","1","3","8L","","20","S","984",33,0.25,31,0.35,742,5.1,741.65,4.75
"488","1","3","271","","21","S","985",33,0.36,45,0.78,716,5.45,715.22,4.67
"490","1","3","8L","","20","T","997",26,0.27,25,0.34,705,4.3,704.66,3.96
"491","1","3","216","","19","T","996",16,0.29,18,0.56,592,3.9,591.44,3.34
"492","1","3","42E","","18","T","995",30,0.3,36,0.55,907,5.85,906.45,5.3
"495","1","3","8L","","15","T","992",57,0.39,73,0.81,1037,9.1,1036.19,8.29
"496","1","3","271","","15","U","1004",21,0.23,34,0.48,337,2.52,336.52,2.04
"497","1","3","271","","16","U","1005",26,0.27,43,0.59,834,5.37,833.41,4.78
"500","1","4","8L","","17","B","1089",34,0.35,34,0.52,1166,8.09,1165.48,7.57
"502","1","4","42E","","15","B","1087",23,0.23,24,0.29,1066,7.08,1065.71,6.79
"503","1","4","259","","15","C","1098",33,0.39,67,0.72,531,3.86,530.28,3.14
